TIME,EVENT,DETAIL
2026.09.18 15:23:30,EXT_HIT,2026.09.18 15:20:00 extreme=4360.72
2026.09.18 15:23:31,PB_CONFIRM,2026.09.18 15:20:00 R=5.40
2026.09.18 15:23:31,ORDER_SENT_NO_POSITION,retcode=10009
2026.09.18 15:24:27,EXT_HIT,2026.09.18 08:30:00 extreme=4359.98
2026.09.18 15:24:30,PB_CONFIRM,2026.09.18 08:30:00 R=2.82
2026.09.18 15:24:30,ENTRY_SKIPPED,LIVE005 own-Magic position already exists
2026.09.18 15:31:31,TP1_LOCK,TP1 reached; 0.01 lot cannot partial-close 30%, whole SL moved to 4363.33
2026.09.18 16:16:00,SIGNAL,BULL R=1.21 ext=4374.27
2026.09.18 16:16:48,EXT_HIT,2026.09.18 16:14:00 extreme=4374.52
2026.09.18 16:16:49,PB_CONFIRM,2026.09.18 16:14:00 R=1.21
2026.09.18 16:16:49,ORDER_SENT_NO_POSITION,retcode=10009
2026.09.18 16:16:57,TP1_LOCK,TP1 reached; 0.01 lot cannot partial-close 30%, whole SL moved to 4374.19
2026.09.18 16:18:00,SIGNAL,BULL R=0.25 ext=4373.46
2026.09.18 17:20:00,SIGNAL,BEAR R=3.36 ext=4345.05
2026.09.18 17:20:45,EXT_HIT,2026.09.18 17:18:00 extreme=4344.81
2026.09.18 17:20:49,PB_CONFIRM,2026.09.18 17:18:00 R=3.36
2026.09.18 17:20:49,ORDER_SENT_NO_POSITION,retcode=10009
2026.09.18 17:21:22,TP1_LOCK,TP1 reached; 0.01 lot cannot partial-close 30%, whole SL moved to 4344.85
2026.09.18 17:52:00,SIGNAL,BULL R=5.86 ext=4366.31
2026.09.18 19:20:00,SIGNAL,BULL R=2.97 ext=4368.95
2026.09.18 19:20:03,EXT_HIT,2026.09.18 17:50:00 extreme=4366.34
2026.09.18 19:20:28,PB_CONFIRM,2026.09.18 17:50:00 R=5.86
2026.09.18 19:20:28,ORDER_SENT_NO_POSITION,retcode=10009
2026.09.18 19:21:57,EXT_HIT,2026.09.18 19:18:00 extreme=4368.98
2026.09.18 19:22:01,PB_CONFIRM,2026.09.18 19:18:00 R=2.97
2026.09.18 19:22:01,ENTRY_SKIPPED,LIVE005 own-Magic position already exists
2026.09.18 19:28:33,EXT_HIT,2026.09.18 16:16:00 extreme=4373.55
2026.09.18 19:28:34,PB_CONFIRM,2026.09.18 16:16:00 R=0.25
2026.09.18 19:28:34,ENTRY_SKIPPED,LIVE005 own-Magic position already exists
2026.09.18 19:30:00,SIGNAL,BULL R=8.97 ext=4386.19
2026.09.18 20:03:42,EXT_HIT,2026.09.18 19:28:00 extreme=4386.25
2026.09.18 20:03:51,PB_CONFIRM,2026.09.18 19:28:00 R=8.97
2026.09.18 20:03:51,ORDER_SENT_NO_POSITION,retcode=10009
2026.09.18 20:34:00,SIGNAL,BULL R=2.20 ext=4390.84
2026.09.18 20:34:16,EXT_HIT,2026.09.18 20:32:00 extreme=4391.11
2026.09.18 20:34:17,PB_CONFIRM,2026.09.18 20:32:00 R=2.20
2026.09.18 20:34:17,ENTRY_SKIPPED,LIVE005 own-Magic position already exists
2026.09.18 20:36:00,SIGNAL,BULL R=3.52 ext=4395.63
2026.09.18 20:36:36,EXT_HIT,2026.09.18 20:34:00 extreme=4395.65
2026.09.18 20:36:41,PB_CONFIRM,2026.09.18 20:34:00 R=3.52
2026.09.18 20:36:41,ENTRY_SKIPPED,LIVE005 own-Magic position already exists
2026.09.18 21:32:00,SIGNAL,BEAR R=3.12 ext=4384.39
2026.09.18 21:40:00,SIGNAL,BEAR R=2.30 ext=4383.03
2026.09.18 21:41:18,EXT_HIT,2026.09.18 21:30:00 extreme=4384.33
2026.09.18 21:41:31,PB_CONFIRM,2026.09.18 21:30:00 R=3.12
2026.09.18 21:41:31,ENTRY_SKIPPED,LIVE005 own-Magic position already exists
2026.09.18 21:42:39,EXT_HIT,2026.09.18 21:38:00 extreme=4383.03
2026.09.18 21:42:42,PB_CONFIRM,2026.09.18 21:38:00 R=2.30
2026.09.18 21:42:42,ENTRY_SKIPPED,LIVE005 own-Magic position already exists
2026.09.18 21:45:00,TP1_LOCK,TP1 reached; 0.01 lot cannot partial-close 30%, whole SL moved to 4383.16
2026.09.18 22:54:00,SIGNAL,BEAR R=1.75 ext=4377.20
2026.09.18 22:54:40,EXT_HIT,2026.09.18 22:52:00 extreme=4377.17
2026.09.18 22:54:43,PB_CONFIRM,2026.09.18 22:52:00 R=1.75
2026.09.18 22:54:44,ORDER_SENT_NO_POSITION,retcode=10009
2026.09.18 22:55:05,TP1_LOCK,TP1 reached; 0.01 lot cannot partial-close 30%, whole SL moved to 4377.73
2026.09.19 09:38:32,START,TF=M2 | PB=0.10R | SL=2R | own-Magic MAX1 | Magic=95012001 | Lots=0.01 | orders=ENABLED
2026.09.19 09:38:32,NOTE,FINAL parity build: setup pricing/order mirrors MULTI_TF validator; own-Magic MAX1; live 0.01 TP1 uses whole-position +0.25R lock
2026.09.21 01:02:00,SIGNAL,BEAR R=1.59 ext=4372.76
2026.09.21 02:08:37,EXT_HIT,2026.09.21 01:00:00 extreme=4372.43
2026.09.21 02:08:38,PB_CONFIRM,2026.09.21 01:00:00 R=1.59
2026.09.21 02:08:38,ORDER_SENT_NO_POSITION,retcode=10009
2026.09.21 02:09:54,TP1_LOCK,TP1 reached; 0.01 lot cannot partial-close 30%, whole SL moved to 4372.95
2026.09.21 02:10:00,SIGNAL,BEAR R=0.56 ext=4372.75
2026.09.21 02:11:19,EXT_HIT,2026.09.21 02:08:00 extreme=4372.64
2026.09.21 02:11:20,PB_CONFIRM,2026.09.21 02:08:00 R=0.56
2026.09.21 02:11:20,ORDER_SENT_NO_POSITION,retcode=10009
2026.09.21 02:12:00,SIGNAL,BEAR R=1.45 ext=4370.55
2026.09.21 02:32:00,SIGNAL,BULL R=0.88 ext=4375.97
2026.09.21 02:39:14,EXT_HIT,2026.09.21 02:30:00 extreme=4375.97
2026.09.21 02:39:15,PB_CONFIRM,2026.09.21 02:30:00 R=0.88
2026.09.21 02:39:15,ORDER_SENT_NO_POSITION,retcode=10009
2026.09.21 02:39:48,TP1_LOCK,TP1 reached; 0.01 lot cannot partial-close 30%, whole SL moved to 4375.73
2026.09.21 02:45:49,EXT_HIT,2026.09.21 02:10:00 extreme=4370.31
2026.09.21 02:45:50,PB_CONFIRM,2026.09.21 02:10:00 R=1.45
2026.09.21 02:45:50,ORDER_SENT_NO_POSITION,retcode=10009
2026.09.21 02:46:00,SIGNAL,BEAR R=2.06 ext=4368.73
2026.09.21 02:49:07,TP1_LOCK,TP1 reached; 0.01 lot cannot partial-close 30%, whole SL moved to 4370.60
2026.09.21 03:00:52,EXT_HIT,2026.09.21 02:44:00 extreme=4368.73
2026.09.21 03:00:54,PB_CONFIRM,2026.09.21 02:44:00 R=2.06
2026.09.21 03:00:54,ORDER_SENT_NO_POSITION,retcode=10009
2026.09.21 03:02:00,SIGNAL,BEAR R=4.86 ext=4363.03
2026.09.21 03:06:01,TP1_LOCK,TP1 reached; 0.01 lot cannot partial-close 30%, whole SL moved to 4369.40
2026.09.21 03:15:14,EXT_HIT,2026.09.21 03:00:00 extreme=4362.98
2026.09.21 03:15:18,PB_CONFIRM,2026.09.21 03:00:00 R=4.86
2026.09.21 03:15:18,ORDER_SENT_NO_POSITION,retcode=10009
2026.09.21 03:24:39,TP1_LOCK,TP1 reached; 0.01 lot cannot partial-close 30%, whole SL moved to 4364.81
2026.09.21 04:02:00,SIGNAL,BULL R=8.06 ext=4382.31
2026.09.21 04:15:22,EXT_HIT,2026.09.21 04:00:00 extreme=4382.32
2026.09.21 04:16:00,SIGNAL,BULL R=4.34 ext=4387.54
2026.09.21 04:16:03,PB_CONFIRM,2026.09.21 04:00:00 R=8.06
2026.09.21 04:16:03,ORDER_SENT_NO_POSITION,retcode=10009
2026.09.21 04:19:09,TP1_LOCK,TP1 reached; 0.01 lot cannot partial-close 30%, whole SL moved to 4380.66
2026.09.21 05:02:00,SIGNAL,BEAR R=4.19 ext=4369.20
2026.07.13 09:11:33,START,TF=M2 | PB=0.10R | SL=2R | own-Magic MAX1 | Magic=95012001 | Lots=0.01 | orders=ENABLED
2026.07.13 09:11:33,NOTE,FINAL parity build: setup pricing/order mirrors MULTI_TF validator; own-Magic MAX1; live 0.01 TP1 uses whole-position +0.25R lock
2026.09.21 05:12:00,SIGNAL,BEAR R=5.05 ext=4366.02
2026.09.21 05:15:38,START,TF=M2 | PB=0.10R | SL=2R | own-Magic MAX1 | Magic=95012001 | Lots=0.10 | orders=ENABLED
2026.09.21 05:15:38,NOTE,FINAL parity build: setup pricing/order mirrors MULTI_TF validator; own-Magic MAX1; live 0.01 TP1 uses whole-position +0.25R lock
2026.09.21 05:18:22,EXT_HIT,2026.09.21 05:10:00 extreme=4365.95
2026.09.21 05:18:26,PB_CONFIRM,2026.09.21 05:10:00 R=5.05
2026.09.21 05:18:26,ORDER_SENT_NO_POSITION,retcode=10009
2026.09.21 05:29:19,TP1_LOCK,TP1 reached; 0.01 lot cannot partial-close 30%, whole SL moved to 4367.68
2026.09.21 05:48:31,START,TF=M2 | PB=0.10R | SL=2R | own-Magic MAX1 | Magic=95012101 | Lots=0.10 | orders=ENABLED
2026.09.21 05:48:31,NOTE,FINAL parity build: setup pricing/order mirrors MULTI_TF validator; own-Magic MAX1; live 0.01 TP1 uses whole-position +0.25R lock
